# ATENCAO: todos os fluxos deste arquivo sao SUPOSICOES; nao sao dados reais da Amanda nem das empresas citadas.
# O caso central reaproveita tickets, cadencias e dispersoes sinteticas de motor/arquetipos.py.
# Os casos baixo e alto aplicam 0,5x e 2,0x ao volume central; esses multiplicadores nao vieram de dados observados.
# Wise, Nomad, AstroPay e BCB sao referencias publicas de escala, nao fontes do fluxo projetado.
# Cada Ordem continua sendo a posicao liquida que o cliente decidiu enviar; nao ha autonetting adicional.
cenario_custo,nome_mix,n_clientes,janela_dias,horizonte_dias,cenario_fluxo,descricao_custo,descricao_fluxo,multiplicador_fluxo,natureza_do_fluxo,n_sementes,volume_anual_central_brl_p10,volume_anual_central_brl_p50,volume_anual_central_brl_p90,volume_anual_assumido_brl_p10,volume_anual_assumido_brl_p50,volume_anual_assumido_brl_p90,economia_bps_escala_assumida_p10,economia_bps_escala_assumida_p50,economia_bps_escala_assumida_p90,economia_anual_assumida_brl_p10,economia_anual_assumida_brl_p50,economia_anual_assumida_brl_p90,fracao_economia_positiva
sem_spread,retail_pesado,8,7,365,baixo_0_5x,Retira integralmente o spread evitado.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,86505655.100000,94207749.590000,101041993.505000,102.733002,114.968509,126.455722,937000.687966,1081749.281349,1219046.062795,1.000000
sem_spread,retail_pesado,8,7,365,central_1_0x,Retira integralmente o spread evitado.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,173011310.200000,188415499.180000,202083987.010000,97.103711,109.649680,120.940636,1771995.600935,2058818.566490,2333852.127104,1.000000
sem_spread,retail_pesado,8,7,365,alto_2_0x,Retira integralmente o spread evitado.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,346022620.400000,376830998.360000,404167974.020000,94.326502,106.865409,118.067694,3442951.196605,4012957.136771,4563464.255721,1.000000
sem_tarifa_fixa,retail_pesado,8,7,365,baixo_0_5x,Retira integralmente a tarifa fixa evitada.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,86505655.100000,94207749.590000,101041993.505000,103.389430,117.776020,130.360206,945409.049673,1105630.971169,1261490.966710,1.000000
sem_tarifa_fixa,retail_pesado,8,7,365,central_1_0x,Retira integralmente a tarifa fixa evitada.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,173011310.200000,188415499.180000,202083987.010000,103.389430,117.776020,130.360206,1890818.099347,2211261.942338,2522981.933420,1.000000
sem_tarifa_fixa,retail_pesado,8,7,365,alto_2_0x,Retira integralmente a tarifa fixa evitada.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,346022620.400000,376830998.360000,404167974.020000,103.389430,117.776020,130.360206,3781636.198693,4422523.884675,5045963.866840,1.000000
iof_incerto_zero,retail_pesado,8,7,365,baixo_0_5x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,86505655.100000,94207749.590000,101041993.505000,74.684162,84.973252,93.027534,693528.134944,792055.754777,900210.340849,1.000000
iof_incerto_zero,retail_pesado,8,7,365,central_1_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,173011310.200000,188415499.180000,202083987.010000,69.285589,79.376741,87.244570,1282998.203387,1478255.157233,1692505.560625,1.000000
iof_incerto_zero,retail_pesado,8,7,365,alto_2_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,346022620.400000,376830998.360000,404167974.020000,66.662068,76.686890,84.353088,2461156.414214,2850510.312676,3277091.112020,1.000000
piso_sem_componentes_incertos,retail_pesado,8,7,365,baixo_0_5x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,86505655.100000,94207749.590000,101041993.505000,51.530931,59.924971,67.010248,477247.859907,555172.955605,646570.170625,1.000000
piso_sem_componentes_incertos,retail_pesado,8,7,365,central_1_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,173011310.200000,188415499.180000,202083987.010000,51.530931,59.924971,67.010248,954495.719814,1110345.911209,1293140.341251,1.000000
piso_sem_componentes_incertos,retail_pesado,8,7,365,alto_2_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,346022620.400000,376830998.360000,404167974.020000,51.530931,59.924971,67.010248,1908991.439628,2220691.822419,2586280.682502,1.000000
carry_25bps,retail_pesado,8,7,365,baixo_0_5x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,86505655.100000,94207749.590000,101041993.505000,104.670674,117.143581,128.871702,954486.192395,1102319.173737,1242515.653676,1.000000
carry_25bps,retail_pesado,8,7,365,central_1_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,173011310.200000,188415499.180000,202083987.010000,99.024387,111.840864,123.370337,1807173.577895,2099958.351266,2380791.308866,1.000000
carry_25bps,retail_pesado,8,7,365,alto_2_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,346022620.400000,376830998.360000,404167974.020000,96.248422,109.056593,120.489658,3513307.150525,4095236.706323,4657342.619246,1.000000
combinado_severo,retail_pesado,8,7,365,baixo_0_5x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,86505655.100000,94207749.590000,101041993.505000,40.876164,48.187093,54.868083,380778.754963,447886.552704,520970.739136,1.000000
combinado_severo,retail_pesado,8,7,365,central_1_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,173011310.200000,188415499.180000,202083987.010000,40.876164,48.187093,54.868083,761557.509925,895773.105408,1041941.478272,1.000000
combinado_severo,retail_pesado,8,7,365,alto_2_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,346022620.400000,376830998.360000,404167974.020000,40.876164,48.187093,54.868083,1523115.019851,1791546.210816,2083882.956544,1.000000
sem_carry,retail_pesado,8,7,365,baixo_0_5x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,86505655.100000,94207749.590000,101041993.505000,116.781124,130.737781,143.971577,1064037.969580,1230881.001163,1389200.596685,1.000000
sem_carry,retail_pesado,8,7,365,central_1_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,173011310.200000,188415499.180000,202083987.010000,111.028612,125.523984,138.447087,2027035.933895,2357047.740938,2674161.194884,1.000000
sem_carry,retail_pesado,8,7,365,alto_2_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,173011310.200000,188415499.180000,202083987.010000,346022620.400000,376830998.360000,404167974.020000,108.260422,122.751493,135.626933,3953031.862526,4609484.016027,5244082.391282,1.000000
base_hipotetica,retail_pesado,12,1,365,baixo_0_5x,Hipoteses atuais do modelo; ainda nao calibradas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,115.392952,126.795032,137.882558,1548900.232767,1735917.360976,1936253.923327,1.000000
base_hipotetica,retail_pesado,12,1,365,central_1_0x,Hipoteses atuais do modelo; ainda nao calibradas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,109.392253,120.515973,131.900058,2928480.462055,3305072.074893,3699987.840067,1.000000
base_hipotetica,retail_pesado,12,1,365,alto_2_0x,Hipoteses atuais do modelo; ainda nao calibradas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,106.159933,117.442430,128.670527,5687640.920633,6443624.156546,7223205.845491,1.000000
sem_spread,retail_pesado,12,1,365,baixo_0_5x,Retira integralmente o spread evitado.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,103.370677,113.456722,123.277933,1388483.807118,1553336.361550,1730638.416187,1.000000
sem_spread,retail_pesado,12,1,365,central_1_0x,Retira integralmente o spread evitado.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,97.369978,107.282973,117.257833,2607647.610757,2940124.148786,3289817.049604,1.000000
sem_spread,retail_pesado,12,1,365,alto_2_0x,Retira integralmente o spread evitado.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,94.193858,104.135252,114.080545,5045975.218037,5713728.304333,6403861.390055,1.000000
sem_tarifa_fixa,retail_pesado,12,1,365,baixo_0_5x,Retira integralmente a tarifa fixa evitada.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,103.075838,114.392936,125.599844,1379580.047296,1569275.861290,1762394.239251,1.000000
sem_tarifa_fixa,retail_pesado,12,1,365,central_1_0x,Retira integralmente a tarifa fixa evitada.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,103.075838,114.392936,125.599844,2759160.094592,3138551.722580,3524788.478503,1.000000
sem_tarifa_fixa,retail_pesado,12,1,365,alto_2_0x,Retira integralmente a tarifa fixa evitada.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,103.075838,114.392936,125.599844,5518320.189184,6277103.445161,7049576.957005,1.000000
iof_incerto_zero,retail_pesado,12,1,365,baixo_0_5x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,72.421773,81.205987,89.807059,992466.161906,1105265.994456,1237397.182394,1.000000
iof_incerto_zero,retail_pesado,12,1,365,central_1_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,66.402732,75.160859,83.651161,1817332.336737,2042518.594869,2303554.353689,1.000000
iof_incerto_zero,retail_pesado,12,1,365,alto_2_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,63.340429,72.153830,80.431035,3467064.686399,3916743.563231,4435868.696277,1.000000
piso_sem_componentes_incertos,retail_pesado,12,1,365,baixo_0_5x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,47.952807,55.889612,62.298819,661747.270518,757846.873183,865028.242579,1.000000
piso_sem_componentes_incertos,retail_pesado,12,1,365,central_1_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,47.952807,55.889612,62.298819,1323494.541035,1515693.746367,1730056.485158,1.000000
piso_sem_componentes_incertos,retail_pesado,12,1,365,alto_2_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,47.952807,55.889612,62.298819,2646989.082070,3031387.492734,3460112.970317,1.000000
carry_25bps,retail_pesado,12,1,365,baixo_0_5x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,105.294241,115.581890,125.614673,1414150.435221,1582549.321458,1763570.612978,1.000000
carry_25bps,retail_pesado,12,1,365,central_1_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,99.293542,109.400253,119.600589,2658980.866965,2998515.816963,3355444.376078,1.000000
carry_25bps,retail_pesado,12,1,365,alto_2_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,96.108430,106.266344,116.414033,5148641.730452,5830511.640687,6534956.502925,1.000000
combinado_severo,retail_pesado,12,1,365,baixo_0_5x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,37.758556,44.626019,50.388375,522643.380693,604621.147777,693329.694545,1.000000
combinado_severo,retail_pesado,12,1,365,central_1_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,37.758556,44.626019,50.388375,1045286.761387,1209242.295554,1386659.389090,1.000000
combinado_severo,retail_pesado,12,1,365,alto_2_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,37.758556,44.626019,50.388375,2090573.522774,2418484.591109,2773318.778181,1.000000
sem_carry,retail_pesado,12,1,365,baixo_0_5x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,117.316516,128.938728,140.219759,1574566.860870,1765130.320884,1969067.586564,1.000000
sem_carry,retail_pesado,12,1,365,central_1_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,111.315817,122.633253,134.238208,2979813.718263,3363463.743070,3765570.482800,1.000000
sem_carry,retail_pesado,12,1,365,alto_2_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,108.074505,119.570498,131.007267,5790307.433049,6560407.492900,7354300.958361,1.000000
base_hipotetica,retail_pesado,12,7,365,baixo_0_5x,Hipoteses atuais do modelo; ainda nao calibradas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,115.554322,127.010567,138.717659,1557077.855989,1744771.294747,1937286.637270,1.000000
base_hipotetica,retail_pesado,12,7,365,central_1_0x,Hipoteses atuais do modelo; ainda nao calibradas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,109.550733,120.985733,132.395837,2945275.701002,3320662.600346,3701933.272349,1.000000
base_hipotetica,retail_pesado,12,7,365,alto_2_0x,Hipoteses atuais do modelo; ainda nao calibradas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,106.391152,117.926946,129.189205,5721671.391030,6472445.211545,7231965.703286,1.000000
sem_spread,retail_pesado,12,7,365,baixo_0_5x,Retira integralmente o spread evitado.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,103.513947,113.694985,124.096034,1395659.634354,1561528.262346,1732095.217554,1.000000
sem_spread,retail_pesado,12,7,365,central_1_0x,Retira integralmente o spread evitado.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,97.510358,107.628958,117.696137,2622439.257733,2954176.535545,3291550.432916,1.000000
sem_spread,retail_pesado,12,7,365,alto_2_0x,Retira integralmente o spread evitado.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,94.390077,104.570171,114.560180,5075998.504490,5739473.081943,6410672.623690,1.000000
sem_tarifa_fixa,retail_pesado,12,7,365,baixo_0_5x,Retira integralmente a tarifa fixa evitada.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,103.367046,114.931971,125.809647,1388197.937719,1575153.657568,1765744.418308,1.000000
sem_tarifa_fixa,retail_pesado,12,7,365,central_1_0x,Retira integralmente a tarifa fixa evitada.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,103.367046,114.931971,125.809647,2776395.875438,3150307.315135,3531488.836616,1.000000
sem_tarifa_fixa,retail_pesado,12,7,365,alto_2_0x,Retira integralmente a tarifa fixa evitada.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,103.367046,114.931971,125.809647,5552791.750877,6300614.630270,7062977.673232,1.000000
iof_incerto_zero,retail_pesado,12,7,365,baixo_0_5x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,71.450985,80.520016,88.814450,983799.684874,1092963.966487,1214862.553136,1.000000
iof_incerto_zero,retail_pesado,12,7,365,central_1_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,65.287187,74.475849,82.673352,1798646.784542,2021964.234237,2260965.099885,1.000000
iof_incerto_zero,retail_pesado,12,7,365,alto_2_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,62.230627,71.440004,79.509421,3428213.559231,3879372.776823,4353170.193383,1.000000
piso_sem_componentes_incertos,retail_pesado,12,7,365,baixo_0_5x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,47.122298,54.971085,61.469771,651705.102871,745284.554049,844547.697005,1.000000
piso_sem_componentes_incertos,retail_pesado,12,7,365,central_1_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,47.122298,54.971085,61.469771,1303410.205741,1490569.108098,1689095.394009,1.000000
piso_sem_componentes_incertos,retail_pesado,12,7,365,alto_2_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,47.122298,54.971085,61.469771,2606820.411482,2981138.216196,3378190.788019,1.000000
carry_25bps,retail_pesado,12,7,365,baixo_0_5x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,105.440407,115.825457,126.435494,1421486.549816,1590847.147530,1764925.844709,1.000000
carry_25bps,retail_pesado,12,7,365,central_1_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,99.436818,109.766042,120.048089,2674093.088656,3012814.305913,3357211.687225,1.000000
carry_25bps,retail_pesado,12,7,365,alto_2_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,511496908.020000,549337589.300000,581456525.900000,96.310249,106.707255,116.900824,5179306.166336,5856748.622679,6542079.516426,1.000000
combinado_severo,retail_pesado,12,7,365,baixo_0_5x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,127874227.005000,137334397.325000,145364131.475000,36.995160,43.734679,49.151676,508213.403906,591402.349984,678200.577159,1.000000
combinado_severo,retail_pesado,12,7,365,central_1_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,255748454.010000,274668794.650000,290728262.950000,255748454.010000,274668794.650000,290728262.950000,36.995160,43.734679,49.151676,1016426.807811,1182804.699969,1356401.154318,1.000000
